embedding_time_s,retrieval_time_s,rerank_time_s,total_time_s
0.22170888500113506,0.4897179910003615,3.3682177720002073,4.079644648001704
0.17497578499751398,0.1697666960026254,1.4179357270004402,1.7626782080005796
0.16927499099983834,0.17294804700213717,1.7872657789994264,2.129488817001402
0.1898769399995217,0.167728418000479,1.8159185420008725,2.1735239000008733
0.19298215500020888,0.16531588200086844,2.0966101570011233,2.4549081940022006
0.1867100780000328,0.16172901000027196,2.011614593997365,2.3600536819976696
0.16933846300162259,0.16749494499890716,1.286788102999708,1.6236215110002377
0.1685836910000944,0.16969670999969821,1.3051662359976035,1.6434466369973961
0.17097454900067532,0.16912472599869943,1.350456648000545,1.6905559229999199
0.16859504799867864,0.16611912400185247,1.2575319079987821,1.5922460799993132
