embedding_time_s,retrieval_time_s,rerank_time_s,total_time_s
0.26409673700254643,0.5451362890016753,3.5692033150044153,4.378436341008637
0.2927181249979185,0.21752047200425295,0.41629763299715705,0.9265362299993285
0.25679581200529356,0.2145268140011467,0.3752845730050467,0.846607199011487
0.27031237600021996,0.21173630699922796,0.406669365002017,0.8887180480014649
0.2986086620003334,0.2137871569939307,0.37679350699909264,0.8891893259933568
0.2964079200028209,0.2142479159956565,0.4247704840017832,0.9354263200002606
0.27245642399793724,0.20196228499844437,0.3939960330026224,0.868414741999004
0.27433982199727325,0.20256087800225941,0.434951153001748,0.9118518530012807
0.30406906000280287,0.21995881899783853,0.39859255500050494,0.9226204340011464
0.2690649010037305,0.2311530840015621,0.39470302799600177,0.8949210130012943
