embedding_time_s,retrieval_time_s,rerank_time_s,total_time_s
0.23239002499940398,0.5192518839994591,3.219605934998981,3.971247843997844
0.19234518899975228,0.16601436500059208,2.539688650998869,2.8980482049992133
0.19103248800092842,0.16377501900024072,1.6393096789997799,1.994117186000949
0.17221238099955372,0.1691152340008557,1.3995978810016823,1.7409254960020917
0.189002214001448,0.1722599029999401,1.741114035999999,2.102376153001387
0.18472751700028311,0.16787867799939704,1.2894018010010768,1.642007996000757
0.17365121400143835,0.1664818009994633,1.2191676269994787,1.5593006420003803
0.17555455199908465,0.16853477699987707,1.2698463699998683,1.61393569899883
0.17301815700011502,0.16558771199925104,1.2768642310002178,1.615470099999584
0.17277726999964216,0.1683841209996899,1.2375044199998229,1.578665810999155
