embedding_time_s,retrieval_time_s,rerank_time_s,total_time_s
0.24511409100159653,0.5908832579989394,3.60035464700195,4.436351996002486
0.2007894890011812,0.21231063400045969,2.379410204001033,2.792510327002674
0.21267334300137009,0.21920045599836158,1.8771926629997324,2.309066461999464
0.24356721799995285,0.25654153899813537,1.6807589089985413,2.1808676659966295
0.21337194599982467,0.1876649530022405,1.3159063279999828,1.716943227002048
0.19917656699908548,0.1719472169970686,1.2768977109990374,1.6480214949951915
0.17718744200101355,0.17312043200217886,1.728058171000157,2.0783660450033494
0.17755020999902626,0.17201319599917042,1.7108994730006089,2.0604628789988055
0.19839103800040903,0.1709340669985977,1.7165738820003753,2.085898986999382
0.17591180400268058,0.16960260499763535,1.710915813997417,2.056430222997733
