embedding_time_s,retrieval_time_s,rerank_time_s,total_time_s
0.2707727449997037,0.5265052570030093,14.433524847998342,15.230802850001055
0.16945965199920465,0.1715552249988832,15.132329615000344,15.473344491998432
0.18948394499966525,0.16526886399879004,2.6847854669977096,3.039538275996165
0.21837916200092877,0.17066656799943303,2.5921320660017955,2.9811777960021573
0.18840780699974857,0.17036207999990438,2.2067648520023795,2.5655347390020324
0.1930689569999231,0.18979436399968108,2.1303609810020134,2.5132243020016176
0.2036079389981751,0.17174764900119044,2.03849275599714,2.4138483439965057
0.19947626700013643,0.1758677580000949,2.679656858003,3.055000883003231
0.20634730199890328,0.1772234070012928,2.1805102529979195,2.5640809619981155
0.19622191400048905,0.17058283999722335,2.494173080998735,2.860977834996447
